SampleID	study_id	diet	diet_condensed	sterility	probiotic	plant_type	control
SRR15811955	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811956	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811957	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811958	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811959	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811960	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811961	li2021	sterile_food_waste	sterile_food_waste	sterile	no	na	no
SRR15811962	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811963	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811964	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811965	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811966	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811967	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811968	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811969	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811970	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811971	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811972	li2021	sterile_food_waste	sterile_food_waste	sterile	no	na	no
SRR15811973	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811974	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811975	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811976	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811977	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811978	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811979	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811980	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811981	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811982	li2021	sterile_food_waste_with_probiotic	sterile_food_waste	sterile	yes	na	no
SRR15811983	li2021	sterile_food_waste	sterile_food_waste	sterile	no	na	no
SRR15811984	li2021	sterile_food_waste	sterile_food_waste	sterile	no	na	no
SRR15690628	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690629	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690630	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690631	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690632	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690633	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690634	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690635	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690636	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690637	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690638	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690639	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690640	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690641	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690642	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690643	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690644	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR15690645	li2022	wheat_bran_corn_meal	plant_product	non_sterile	no	grain	no
SRR31663883	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663884	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663885	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663886	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663887	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663888	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663889	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663890	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663891	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663892	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663893	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663894	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663895	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663896	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663897	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663898	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663899	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663900	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663901	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663902	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663903	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663904	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663905	li2025	wheat_bran_amx	plant_product_antibiotic	non_sterile	no	na	no
SRR31663906	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663907	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663908	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663909	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663910	li2025	wheat_bran_pen	plant_product_antibiotic	non_sterile	no	na	no
SRR31663911	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR31663912	li2025	wheat_bran	plant_product	non_sterile	no	grain	no
SRR12031971	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031972	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12031973	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12031974	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12031975	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12031976	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12031977	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031978	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031979	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031980	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031981	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031982	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031983	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12031984	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031985	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031986	liu2020	2000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031987	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031988	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031989	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031990	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031991	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031992	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031993	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031994	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12031995	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031996	liu2020	1000_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031997	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031998	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12031999	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12032000	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12032001	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12032002	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12032003	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12032004	liu2020	100_mg_per_kg_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12032005	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12032006	liu2020	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060188	liu2020b	rice_straw	plant_product	non_sterile	no	grain	no
SRR12060189	liu2020b	rice_straw	plant_product	non_sterile	no	grain	no
SRR12060190	liu2020b	rice_straw	plant_product	non_sterile	no	grain	no
SRR12060191	liu2020b	rice_straw	plant_product	non_sterile	no	grain	no
SRR12060357	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060358	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060359	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060360	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060361	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060362	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060363	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060364	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060365	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060366	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060367	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060368	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060369	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060370	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060371	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060372	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060373	liu2021	50_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060374	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060375	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060376	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060377	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060378	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060379	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060380	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060381	liu2021	5_percent_otc_in_soy_meal	plant_product_antibiotic	non_sterile	no	na	no
SRR12060382	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR12060383	liu2021	soy_meal	plant_product	non_sterile	no	legume	no
SRR6354505	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354506	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354507	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354508	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354509	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354510	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354511	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354512	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354513	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354514	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354515	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354516	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354517	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354518	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354519	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354520	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354521	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354522	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354523	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354524	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354525	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354526	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354527	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354528	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354529	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354530	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354531	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354532	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354533	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354534	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354535	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354536	marasco2022	fruits	plant_product	non_sterile	no	fruit	no
SRR6354537	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354538	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR6354539	marasco2022	vegetables	plant_product	non_sterile	no	vegetable	no
SRR6354540	marasco2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR17030152	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030153	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030154	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030155	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030156	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030157	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030158	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030159	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030160	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030161	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030162	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030163	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030164	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030165	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030166	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR17030167	pei2022	food_waste	food_waste	non_sterile	no	na	no
SRR25509019	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	gainesville	no
SRR25509020	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509021	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509022	piersanti2024	gainesville	plant_product	non_sterile	no	na	no
SRR25509023	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509024	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509025	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509026	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509027	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509028	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509029	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509030	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509031	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509032	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509033	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509034	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509035	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509036	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509037	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509038	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509039	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509040	piersanti2024	gainesville_pvc	plant_product_plastic	non_sterile	no	na	no
SRR25509041	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR25509042	piersanti2024	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759492	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759493	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759494	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759495	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759496	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759498	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759504	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759507	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759510	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759511	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759512	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759514	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759515	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759516	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759518	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759519	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759520	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759522	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759526	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759527	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759530	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759536	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759541	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759542	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759554	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759555	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759556	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759558	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759561	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759562	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759563	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759564	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759565	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759566	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759569	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759570	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759571	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759572	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759574	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759575	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759576	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759589	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759590	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759591	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759592	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR19759593	querejeta2022	gainesville	plant_product	non_sterile	no	gainesville	no
SRR30860731	reyer2025	gainesville_biochar	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860733	reyer2025	gainesville	plant_product	non_sterile	no	gainesville	no
SRR30860734	reyer2025	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR30860735	reyer2025	gainesville_superphosphate	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860736	reyer2025	gainesville	plant_product	non_sterile	no	gainesville	no
SRR30860737	reyer2025	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR30860738	reyer2025	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR30860739	reyer2025	gainesville_biochar	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860740	reyer2025	gainesville_superphosphate	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860741	reyer2025	gainesville_superphosphate	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860742	reyer2025	gainesville	plant_product	non_sterile	no	gainesville	no
SRR30860760	reyer2025	gainesville	plant_product	non_sterile	no	gainesville	no
SRR30860761	reyer2025	gainesville_biochar	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860762	reyer2025	gainesville_superphosphate	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860763	reyer2025	gainesville_superphosphate	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860764	reyer2025	gainesville	plant_product	non_sterile	no	gainesville	no
SRR30860765	reyer2025	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR30860767	reyer2025	gainesville_biochar	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860768	reyer2025	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR30860769	reyer2025	gainesville_biochar	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860771	reyer2025	gainesville_biochar	plant_product	non_sterile	no	fertilized_gainesville	no
SRR30860772	reyer2025	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR30860773	reyer2025	gainesville	plant_product	non_sterile	no	gainesville	no
SRR9993545	shelomi2020	soy_meal	plant_product	non_sterile	no	vegetable	no
SRR9993546	shelomi2020	soy_meal	plant_product	non_sterile	no	vegetable	no
SRR9993549	shelomi2020	food_waste	food_waste	non_sterile	no	other	no
SRR9993550	shelomi2020	food_waste	food_waste	non_sterile	no	other	no
LDD10CF70R1	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
LDD10CF70R2	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
LDD10CF70R3	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
LDD10MHPR1	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD10MHPR2	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD10MHPR3	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD10MLPR1	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD10MLPR2	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD10MLPR3	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD10MR1	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
LDD10MR2	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
LDD10MR3	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
LDD10NUSR1	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
LDD10NUSR2	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
LDD10NUSR3	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
LDD10OKAR1	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
LDD10OKAR2	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
LDD10OKAR3	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
LDD10PKMR1	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
LDD10PKMR2	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
LDD10PKMR3	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
LDD10PR1	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
LDD10PR2	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
LDD10PR3	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
LDD10RIBR1	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
LDD10RIBR2	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
LDD10RIBR3	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
LDD10SBMR1	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
LDD10SBMR2	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
LDD10SBMR3	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
LDD5CF70R1	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
LDD5CF70R2	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
LDD5CF70R3	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
